Product	Month	Year	Location	TargetSales
SAISON DUPONT	Dec	2012	MUM	0
SAISON DUPONT	Dec	2012	PUN	0
SAISON DUPONT	Dec	2012	GGN	0
SAISON DUPONT	Dec	2012	GOA	0
SAISON DUPONT	Dec	2012	CDG	0
SAISON DUPONT	Dec	2012	RAJ	0
SAISON DUPONT	Dec	2012	KOL	0
DUVEL	Jan	2013	DEL	50
DUVEL	Jan	2013	MUM	15
DUVEL	Jan	2013	PUN	10
DUVEL	Jan	2013	GGN	2
DUVEL	Jan	2013	GOA	0
DUVEL	Jan	2013	CDG	0
DUVEL	Jan	2013	RAJ	0
DUVEL	Jan	2013	KOL	15
LIEFMANS	Jan	2013	DEL	50
LIEFMANS	Jan	2013	MUM	5
LIEFMANS	Jan	2013	PUN	5
LIEFMANS	Jan	2013	GGN	2
LIEFMANS	Jan	2013	GOA	0
LIEFMANS	Jan	2013	CDG	0
LIEFMANS	Jan	2013	RAJ	0
LIEFMANS	Jan	2013	KOL	0
CHIMAY	Jan	2013	DEL	40
CHIMAY	Jan	2013	MUM	10
CHIMAY	Jan	2013	PUN	10
CHIMAY	Jan	2013	GGN	2
CHIMAY	Jan	2013	GOA	0
CHIMAY	Jan	2013	CDG	0
CHIMAY	Jan	2013	RAJ	0
CHIMAY	Jan	2013	KOL	0
WEIHENSTEPHANER	Jan	2013	DEL	50
WEIHENSTEPHANER	Jan	2013	MUM	10
WEIHENSTEPHANER	Jan	2013	PUN	10
WEIHENSTEPHANER	Jan	2013	GGN	3
WEIHENSTEPHANER	Jan	2013	GOA	0
WEIHENSTEPHANER	Jan	2013	CDG	0
WEIHENSTEPHANER	Jan	2013	RAJ	0
WEIHENSTEPHANER	Jan	2013	KOL	0
FRUEH	Jan	2013	DEL	50
FRUEH	Jan	2013	MUM	10
FRUEH	Jan	2013	PUN	10
FRUEH	Jan	2013	GGN	2
FRUEH	Jan	2013	GOA	0
FRUEH	Jan	2013	CDG	0
FRUEH	Jan	2013	RAJ	0
FRUEH	Jan	2013	KOL	0
ESTRELLA DAMM	Jan	2013	DEL	75
ESTRELLA DAMM	Jan	2013	MUM	30
ESTRELLA DAMM	Jan	2013	PUN	25
ESTRELLA DAMM	Jan	2013	GGN	10
ESTRELLA DAMM	Jan	2013	GOA	0
ESTRELLA DAMM	Jan	2013	CDG	0
ESTRELLA DAMM	Jan	2013	RAJ	0
ESTRELLA DAMM	Jan	2013	KOL	20
BROOKLYN LAGER	Jan	2013	DEL	50
BROOKLYN LAGER	Jan	2013	MUM	10
BROOKLYN LAGER	Jan	2013	PUN	5
BROOKLYN LAGER	Jan	2013	GGN	2
BROOKLYN LAGER	Jan	2013	GOA	0
BROOKLYN LAGER	Jan	2013	CDG	0
BROOKLYN LAGER	Jan	2013	RAJ	0
BROOKLYN LAGER	Jan	2013	KOL	0
BROOKLYN IPA	Jan	2013	DEL	35
BROOKLYN IPA	Jan	2013	MUM	10
BROOKLYN IPA	Jan	2013	PUN	5
BROOKLYN IPA	Jan	2013	GGN	2
BROOKLYN IPA	Jan	2013	GOA	0
BROOKLYN IPA	Jan	2013	CDG	0
BROOKLYN IPA	Jan	2013	RAJ	0
BROOKLYN IPA	Jan	2013	KOL	15
SAISON DUPONT	Jan	2013	DEL	0
SAISON DUPONT	Jan	2013	MUM	0
SAISON DUPONT	Jan	2013	PUN	0
SAISON DUPONT	Jan	2013	GGN	0
SAISON DUPONT	Jan	2013	GOA	0
SAISON DUPONT	Jan	2013	CDG	0
SAISON DUPONT	Jan	2013	RAJ	0
SAISON DUPONT	Jan	2013	KOL	0
DUVEL	Feb	2013	DEL	50
DUVEL	Feb	2013	MUM	15
DUVEL	Feb	2013	PUN	10
DUVEL	Feb	2013	GGN	2
DUVEL	Feb	2013	GOA	10
DUVEL	Feb	2013	CDG	0
DUVEL	Feb	2013	RAJ	3
DUVEL	Feb	2013	KOL	15
LIEFMANS	Feb	2013	DEL	75
LIEFMANS	Feb	2013	MUM	5
LIEFMANS	Feb	2013	PUN	5
LIEFMANS	Feb	2013	GGN	2
LIEFMANS	Feb	2013	GOA	0
LIEFMANS	Feb	2013	CDG	0
LIEFMANS	Feb	2013	RAJ	3
LIEFMANS	Feb	2013	KOL	0
CHIMAY	Feb	2013	DEL	40
CHIMAY	Feb	2013	MUM	10
CHIMAY	Feb	2013	PUN	10
CHIMAY	Feb	2013	GGN	2
CHIMAY	Feb	2013	GOA	10
CHIMAY	Feb	2013	CDG	0
CHIMAY	Feb	2013	RAJ	3
CHIMAY	Feb	2013	KOL	0
WEIHENSTEPHANER	Feb	2013	DEL	50
WEIHENSTEPHANER	Feb	2013	MUM	10
WEIHENSTEPHANER	Feb	2013	PUN	10
WEIHENSTEPHANER	Feb	2013	GGN	3
WEIHENSTEPHANER	Feb	2013	GOA	0
WEIHENSTEPHANER	Feb	2013	CDG	0
WEIHENSTEPHANER	Feb	2013	RAJ	3
WEIHENSTEPHANER	Feb	2013	KOL	0
FRUEH	Feb	2013	DEL	50
FRUEH	Feb	2013	MUM	10
FRUEH	Feb	2013	PUN	10
FRUEH	Feb	2013	GGN	2
FRUEH	Feb	2013	GOA	10
FRUEH	Feb	2013	CDG	0
FRUEH	Feb	2013	RAJ	3
FRUEH	Feb	2013	KOL	0
ESTRELLA DAMM	Feb	2013	DEL	75
ESTRELLA DAMM	Feb	2013	MUM	30
ESTRELLA DAMM	Feb	2013	PUN	25
ESTRELLA DAMM	Feb	2013	GGN	10
ESTRELLA DAMM	Feb	2013	GOA	20
ESTRELLA DAMM	Feb	2013	CDG	0
ESTRELLA DAMM	Feb	2013	RAJ	10
ESTRELLA DAMM	Feb	2013	KOL	20
BROOKLYN LAGER	Feb	2013	DEL	50
BROOKLYN LAGER	Feb	2013	MUM	10
BROOKLYN LAGER	Feb	2013	PUN	5
BROOKLYN LAGER	Feb	2013	GGN	2
BROOKLYN LAGER	Feb	2013	GOA	0
BROOKLYN LAGER	Feb	2013	CDG	0
BROOKLYN LAGER	Feb	2013	RAJ	2
BROOKLYN LAGER	Feb	2013	KOL	0
BROOKLYN IPA	Feb	2013	DEL	35
BROOKLYN IPA	Feb	2013	MUM	10
BROOKLYN IPA	Feb	2013	PUN	5
BROOKLYN IPA	Feb	2013	GGN	2
BROOKLYN IPA	Feb	2013	GOA	0
BROOKLYN IPA	Feb	2013	CDG	0
BROOKLYN IPA	Feb	2013	RAJ	3
BROOKLYN IPA	Feb	2013	KOL	15
SAISON DUPONT	Feb	2013	DEL	0
SAISON DUPONT	Feb	2013	MUM	0
SAISON DUPONT	Feb	2013	PUN	0
SAISON DUPONT	Feb	2013	GGN	0
SAISON DUPONT	Feb	2013	GOA	0
SAISON DUPONT	Feb	2013	CDG	0
SAISON DUPONT	Feb	2013	RAJ	0
SAISON DUPONT	Feb	2013	KOL	0
DUVEL	March	2013	DEL	150
DUVEL	March	2013	MUM	40
DUVEL	March	2013	PUN	20
DUVEL	March	2013	GGN	5
DUVEL	March	2013	GOA	50
DUVEL	March	2013	CDG	0
DUVEL	March	2013	RAJ	0
DUVEL	March	2013	KOL	15
LIEFMANS	March	2013	DEL	100
LIEFMANS	March	2013	MUM	20
LIEFMANS	March	2013	PUN	15
LIEFMANS	March	2013	GGN	5
LIEFMANS	March	2013	GOA	0
LIEFMANS	March	2013	CDG	0
LIEFMANS	March	2013	RAJ	0
LIEFMANS	March	2013	KOL	0
CHIMAY	March	2013	DEL	75
CHIMAY	March	2013	MUM	25
CHIMAY	March	2013	PUN	20
CHIMAY	March	2013	GGN	5
CHIMAY	March	2013	GOA	0
CHIMAY	March	2013	CDG	0
CHIMAY	March	2013	RAJ	0
CHIMAY	March	2013	KOL	0
WEIHENSTEPHANER	March	2013	DEL	100
WEIHENSTEPHANER	March	2013	MUM	30
WEIHENSTEPHANER	March	2013	PUN	15
WEIHENSTEPHANER	March	2013	GGN	5
WEIHENSTEPHANER	March	2013	GOA	50
WEIHENSTEPHANER	March	2013	CDG	0
WEIHENSTEPHANER	March	2013	RAJ	0
WEIHENSTEPHANER	March	2013	KOL	0
FRUEH	March	2013	DEL	100
FRUEH	March	2013	MUM	30
FRUEH	March	2013	PUN	15
FRUEH	March	2013	GGN	5
FRUEH	March	2013	GOA	0
FRUEH	March	2013	CDG	0
FRUEH	March	2013	RAJ	0
FRUEH	March	2013	KOL	0
ESTRELLA DAMM	March	2013	DEL	150
ESTRELLA DAMM	March	2013	MUM	75
ESTRELLA DAMM	March	2013	PUN	45
ESTRELLA DAMM	March	2013	GGN	15
ESTRELLA DAMM	March	2013	GOA	50
ESTRELLA DAMM	March	2013	CDG	0
ESTRELLA DAMM	March	2013	RAJ	0
ESTRELLA DAMM	March	2013	KOL	20
BROOKLYN LAGER	March	2013	DEL	100
BROOKLYN LAGER	March	2013	MUM	15
BROOKLYN LAGER	March	2013	PUN	15
BROOKLYN LAGER	March	2013	GGN	5
BROOKLYN LAGER	March	2013	GOA	0
BROOKLYN LAGER	March	2013	CDG	0
BROOKLYN LAGER	March	2013	RAJ	0
BROOKLYN LAGER	March	2013	KOL	0
BROOKLYN IPA	March	2013	DEL	75
BROOKLYN IPA	March	2013	MUM	15
BROOKLYN IPA	March	2013	PUN	5
BROOKLYN IPA	March	2013	GGN	5
BROOKLYN IPA	March	2013	GOA	0
BROOKLYN IPA	March	2013	CDG	0
BROOKLYN IPA	March	2013	RAJ	0
BROOKLYN IPA	March	2013	KOL	15
SAISON DUPONT	March	2013	DEL	0
SAISON DUPONT	March	2013	MUM	0
SAISON DUPONT	March	2013	PUN	0
SAISON DUPONT	March	2013	GGN	0
SAISON DUPONT	March	2013	GOA	0
SAISON DUPONT	March	2013	CDG	0
SAISON DUPONT	March	2013	RAJ	0
SAISON DUPONT	March	2013	KOL	0

