RollNo	InstallmentNo	PayMode	ChequeNo	ChequeDate	DrawnOn	ReceiptNo	BankPunchNo	FinalAmt	AdvanceAmt	BalanceAmt	LateFee	CreatedBy	CreatedDate	LastUpdatedBy	LastUpdatedDate	SchoolCode	Reclot	sendtoac	receivedate	chkbounce	reason	ForSession	Narration	ChqBounceFee
S0904072	5	DD	604196	00:00.0	CITI BANK	24		55300	0	0	0	sreeja	20:38.0	manpreet	54:03.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904073	5	DD	55230	00:00.0	STANDARD CHARTERED	25	NULL	55300	0	0	0	sreeja	21:35.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904078	5	DD	217945	00:00.0	HDFC BANK	31		33300	0	0	0	sreeja	27:27.0	admin	45:57.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904091	5	DD	23956	00:00.0	CITI BANK	35		47000	0	0	0	sreeja	17:09.0	sreeja	04:51.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904094	5	DD	23956	00:00.0	CITI BANK	41	NULL	47000	0	0	0	sreeja	28:10.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904095	5	DD	23956	00:00.0	CITI BANK	43		47000	0	0	0	sreeja	31:59.0	admin	42:15.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701284	5	CHEQUE	210523	00:00.0	HDFC BANK	58	NULL	28850	0	0	0	lallan	35:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701976	5	CHEQUE	403310	00:00.0	AXIS	66	NULL	27200	0	0	0	lallan	44:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903633	5	CHEQUE	318466	00:00.0	HDFC BANK	77		11250	0	0	0	manpreet	52:37.0	manpreet	04:37.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903398	5	DD	20521	00:00.0	CITI BANK	126	NULL	55300	0	0	0	manpreet	20:25.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903396	5	DD	15022	00:00.0	ICICI BANK	145	NULL	55300	0	0	0	manpreet	44:34.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701558	5	CHEQUE	291962	00:00.0	STATE BANK OF HYDERABAD	148	NULL	28850	0	0	0	manpreet	47:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903419	5	DD	519825	00:00.0	ICICI BANK	173		0	0	0	0	manpreet	19:19.0	lallan	06:39.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803017	5	CHEQUE	386725	00:00.0	ICICI BANK	204	NULL	16000	0	0	0	lallan	17:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803016	5	CHEQUE	386727	00:00.0	ICICI BANK	207	NULL	12450	0	0	0	lallan	23:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903639	5	CHEQUE	188986	00:00.0	STATE BANK OF INDIA	214	NULL	11250	0	0	0	lallan	37:11.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903721	5	CHEQUE	97556	00:00.0	STANDARD CHARTERED	216	NULL	9900	0	0	0	manpreet	46:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701515	5	CHEQUE	791102	00:00.0	HDFC BANK	246	NULL	28850	0	0	0	manpreet	33:02.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903594	5	CHEQUE	628896	00:00.0	HDFC BANK	234	NULL	11250	0	0	0	lallan	09:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903803	6	CHEQUE	659592	00:00.0	ICICI BANK	4080		1650	0	0	0	lallan	18:10.0	lallan	59:21.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803366	5	CHEQUE	329666	00:00.0	HDFC BANK	250		1650	0	0	0	manpreet	51:31.0	manpreet	25:21.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500357	5	CHEQUE	571565	00:00.0	ICICI BANK	251	NULL	29250	0	0	0	manpreet	52:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802562	5	CHEQUE	459052	00:00.0	BANK OF BARODA	255		3525	0	0	0	manpreet	01:52.0	manpreet	13:48.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803023	5	CHEQUE	733917	00:00.0	AXIS	256	NULL	28450	0	0	0	manpreet	06:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803121	5	CHEQUE	191	00:00.0	KOTAK MAHINDRA	257	NULL	6400	0	0	0	manpreet	11:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601179	5	CHEQUE	215991	00:00.0	HDFC BANK	258	NULL	29250	0	0	0	lallan	12:54.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600388	5	CHEQUE	65596	00:00.0	VIJAYA BANK	269	NULL	7200	0	0	0	lallan	38:44.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600322	5	CHEQUE	605221	00:00.0	PANJAB NATIONAL BANK	271	NULL	29250	0	0	0	lallan	53:26.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702270	5	CHEQUE	217320	00:00.0	ABN AMRO	288	NULL	28850	0	0	0	manpreet	04:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802947	5	CHEQUE	162906	00:00.0	INDIAN BANK	289	NULL	28450	0	0	0	manpreet	06:23.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903723	5	CHEQUE	674833	00:00.0	DEVELOPMENT CREDIT B	290	NULL	11250	0	0	0	lallan	07:18.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903720	5	CHEQUE	458079	00:00.0	ICICI BANK	291	NULL	11250	0	0	0	lallan	08:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803132	5	CHEQUE	9078	00:00.0	IDBI BANK LTD.	292	NULL	28450	0	0	0	manpreet	10:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904098	5	DD	100709	00:00.0	ICICI BANK	293	NULL	55300	0	0	0	sreeja	13:01.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904098	5	CHEQUE	812034	00:00.0	ICICI BANK	294	NULL	9600	0	0	0	sreeja	14:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500206	5	CHEQUE	520956	00:00.0	BANK OF BARODA	295	NULL	29250	0	0	0	lallan	16:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500207	5	CHEQUE	520957	00:00.0	BANK OF BARODA	296	NULL	29250	0	0	0	lallan	17:22.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702212	5	CHEQUE	107844	00:00.0	ICICI BANK	297	NULL	28850	0	0	0	lallan	26:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600421	5	CHEQUE	93299	00:00.0	CITI BANK	298	NULL	27600	0	0	0	manpreet	27:37.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600917	5	CHEQUE	309151	00:00.0	UNITED BANK OF INDIA	3234		29250	0	0	0	lallan	06:25.0	lallan	20:13.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903468	5	CHEQUE	406257	00:00.0	HDFC BANK	3238	NULL	9600	0	0	0	lallan	08:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702202	5	CHEQUE	622465	00:00.0	ICICI BANK	301	NULL	29400	0	0	0	manpreet	34:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903378	5	CHEQUE	162046	00:00.0	AXIS	302	NULL	11250	0	0	0	manpreet	36:07.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701261	5	CHEQUE	382739	00:00.0	DEUTSCHE BANK	303	NULL	27200	0	0	0	manpreet	37:16.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903519	5	CHEQUE	290597	00:00.0	CITI BANK	304	NULL	11250	0	0	0	manpreet	40:39.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802948	5	CHEQUE	204996	00:00.0	ICICI BANK	305	NULL	28450	0	0	0	manpreet	51:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904062	5	DD	159157	00:00.0	ICICI BANK	4		55300	0	0	0	sreeja	46:14.0	lallan	32:34.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904061	5	DD	114547	00:00.0	HSBC BANK	7		55300	0	0	0	sreeja	12:49.0	lallan	15:50.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904085	5	DD	184099	00:00.0	PUNJAB & SIND BANK	13	NULL	55300	0	0	0	sreeja	55:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904063	5	DD	159156	00:00.0	ICICI BANK	17	NULL	55300	0	0	0	sreeja	06:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904075	5	CHEQUE	2	00:00.0	BANK OF INDIA	1928	NULL	11250	0	0	0	lallan	10:26.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904076	5	DD	23454	00:00.0	AXIS	29	NULL	55300	0	0	0	sreeja	25:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904089	5	DD	90	00:00.0	HDFC BANK	33	NULL	55800	0	0	500	manpreet	52:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904090	5	DD	90	00:00.0	HDFC BANK	34	NULL	55800	0	0	500	manpreet	07:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904092	5	CHEQUE	755363	00:00.0	HDFC BANK	38		8300	0	0	0	sreeja	23:02.0	sreeja	08:00.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904093	5	DD	23956	00:00.0	CITI BANK	39		47000	0	0	0	sreeja	24:51.0	lallan	43:58.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904095	5	CHEQUE	640579	00:00.0	HDFC BANK	44		8300	0	0	0	sreeja	34:23.0	admin	42:15.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903993	5	CHEQUE	469454	00:00.0	ICICI BANK	50	NULL	9600	0	0	0	lallan	50:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701551	5	CHEQUE	83245	00:00.0	HDFC BANK	60	NULL	28850	0	0	0	lallan	36:28.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903655	5	CHEQUE	89960	00:00.0	STATE BANK OF INDIA	62	NULL	11250	0	0	0	lallan	40:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802526	5	CHEQUE	247483	00:00.0	HDFC BANK	65	NULL	6400	0	0	0	lallan	43:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701601	5	CHEQUE	6	00:00.0	YES BANK	75		28850	0	0	0	manpreet	41:37.0	manpreet	05:30.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500289	5	CHEQUE	998417	00:00.0	YES BANK	78	NULL	7500	0	0	0	manpreet	58:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802680	5	CHEQUE	343838	00:00.0	HDFC BANK	81	NULL	28450	0	0	0	manpreet	09:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903659	5	CHEQUE	32298	00:00.0	ICICI BANK	90	NULL	11250	0	0	0	manpreet	22:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601107	5	CHEQUE	23397	00:00.0	ICICI BANK	92	NULL	29250	0	0	0	manpreet	25:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600445	5	CHEQUE	504614	00:00.0	HDFC BANK	95	NULL	27600	0	0	0	manpreet	30:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903994	5	CHEQUE	469456	00:00.0	ICICI BANK	97	NULL	1650	0	0	0	manpreet	33:06.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903375	5	CHEQUE	416495	00:00.0	CITI BANK	1043		55300	0	0	0	sreeja	12:22.0	sreeja	13:24.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701724	5	CHEQUE	149880	00:00.0	CITI BANK	112	NULL	28850	0	0	0	lallan	50:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802316	5	CHEQUE	639050	00:00.0	ICICI BANK	114	NULL	28450	0	0	0	manpreet	53:06.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903379	5	DD	105093	00:00.0	ICICI BANK	115	NULL	55300	0	0	0	manpreet	53:28.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903385	5	DD	100302	00:00.0	ICICI BANK	116	NULL	55300	0	0	0	manpreet	55:02.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903390	5	DD	13583	00:00.0	KOTAK MAHINDRA	118	NULL	55300	0	0	0	manpreet	06:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903382	5	DD	50225	00:00.0	STANDARD CHARTERED	120	NULL	55300	0	0	0	manpreet	10:23.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600425	5	CHEQUE	179409	00:00.0	HDFC BANK	121	NULL	29250	0	0	0	manpreet	11:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903389	5	DD	739378	00:00.0	UCO BANK	122	NULL	55300	0	0	0	manpreet	12:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701852	5	CHEQUE	528063	00:00.0	HDFC BANK	128	NULL	28850	0	0	0	manpreet	21:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903742	5	CHEQUE	7911	00:00.0	CENTURION BANK LTD.	131	NULL	11250	0	0	0	manpreet	23:26.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802300	5	CHEQUE	842751	00:00.0	HDFC BANK	132	NULL	26800	0	0	0	manpreet	24:42.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903868	5	CHEQUE	14804	00:00.0	ICICI BANK	134	NULL	11250	0	0	0	manpreet	26:02.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903869	5	CHEQUE	14805	00:00.0	ICICI BANK	136	NULL	11250	0	0	0	manpreet	27:04.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600713	5	CHEQUE	741729	00:00.0	ANDHRA BANK	139	NULL	27600	0	0	0	lallan	29:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904045	5	CHEQUE	809878	00:00.0	STATE BANK OF INDIA	1390	NULL	9600	0	0	0	lallan	16:26.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802287	5	CHEQUE	883238	00:00.0	ORIENTAL BANK OF COM	146	NULL	6400	0	0	0	manpreet	46:25.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903409	5	DD	622532	00:00.0	ICICI BANK	150	NULL	55300	0	0	0	manpreet	54:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903400	5	DD	438164	00:00.0	STATE BANK OF INDIA	151		55300	0	0	0	manpreet	56:21.0	lallan	25:59.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903404	5	DD	81327	00:00.0	SYNDICATE BANK	152	NULL	55300	0	0	0	manpreet	57:21.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903411	5	DD	350246	00:00.0	UTI BANK LTD	153	NULL	55300	0	0	0	manpreet	58:24.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903420	5	DD	286478	00:00.0	ABN AMRO	154	NULL	55300	0	0	0	manpreet	59:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903438	5	DD	968615	00:00.0	ANDHRA BANK	156	NULL	55300	0	0	0	manpreet	02:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702207	5	CHEQUE	205018	00:00.0	HDFC BANK	2463		20050	0	0	0	lallan	06:09.0	lallan	27:41.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903418	5	DD	45717	00:00.0	HDFC BANK	161	NULL	55300	0	0	0	manpreet	10:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500264	5	CHEQUE	583141	00:00.0	HDFC BANK	165	NULL	25650	0	0	0	manpreet	13:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903432	5	DD	154524	00:00.0	ICICI BANK	169	NULL	55300	0	0	0	manpreet	15:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903412	5	DD	154524	00:00.0	ICICI BANK	171	NULL	55300	0	0	0	manpreet	16:37.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904087	5	DD	273677	00:00.0	BANK OF BARODA	15		55300	0	0	0	sreeja	30:48.0	lallan	51:20.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904066	5	CHEQUE	177253	00:00.0	ICICI BANK	18	NULL	7375	0	0	0	sreeja	11:46.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904067	5	DD	985251	00:00.0	ICICI BANK	19	NULL	55300	0	0	0	sreeja	15:55.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904074	5	DD	354082	00:00.0	ORIENTAL BANK OF COM	26		56950	0	0	0	sreeja	22:16.0	lallan	36:40.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904077	5	DD	23454	00:00.0	AXIS	30	NULL	55300	0	0	0	sreeja	26:02.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904092	5	DD	23956	00:00.0	CITI BANK	37		47000	0	0	0	sreeja	21:29.0	sreeja	08:00.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904096	5	DD	25048	00:00.0	UNION BANK OF INDIA	45	NULL	55300	0	0	0	sreeja	42:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903994	5	CHEQUE	469453	00:00.0	ICICI BANK	49	NULL	9600	0	0	0	lallan	48:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701957	5	CHEQUE	408817	00:00.0	ICICI BANK	51	NULL	6800	0	0	0	lallan	51:31.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802770	5	CHEQUE	831945	00:00.0	CITI BANK	52	NULL	28450	0	0	0	lallan	53:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600525	5	CHEQUE	102276	00:00.0	ICICI BANK	57	NULL	26700	0	0	0	lallan	23:26.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702137	5	CHEQUE	130487	00:00.0	ABN AMRO	59	NULL	28850	0	0	0	lallan	35:52.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802581	5	CHEQUE	42	00:00.0	KOTAK MAHINDRA	61	NULL	27625	0	0	0	lallan	39:02.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701600	5	CHEQUE	890603	00:00.0	ICICI BANK	68	NULL	27200	0	0	0	lallan	46:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601181	5	CHEQUE	372802	00:00.0	HDFC BANK	69	NULL	7200	0	0	0	lallan	47:25.0	NULL	NULL	NULL	0	0	00:00.0	0		NULL		0
S0903712	5	CHEQUE	444994	00:00.0	ORIENTAL BANK OF COM	71	NULL	11250	0	0	0	lallan	50:30.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802500	5	CHEQUE	121383	00:00.0	CITI BANK	73	NULL	28450	0	0	0	lallan	26:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803091	5	CHEQUE	727437	00:00.0	STATE BANK OF INDIA	76	NULL	6400	0	0	0	manpreet	46:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500252	5	CHEQUE	202873	00:00.0	STATE BANK OF INDIA	82	NULL	27600	0	0	0	manpreet	10:31.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600534	5	DD	388382	00:00.0	ORIENTAL BANK OF COM	83	NULL	7200	0	0	0	manpreet	13:14.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802454	5	DD	700097	00:00.0	STATE BANK OF PATIAL	85	NULL	9600	0	0	0	lallan	16:54.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803120	5	CHEQUE	189	00:00.0	KOTAK MAHINDRA	88	NULL	6400	0	0	0	manpreet	21:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803217	5	CHEQUE	669690	00:00.0	VIJAYA BANK	91		28450	0	0	0	lallan	25:03.0	lallan	12:18.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803353	5	CHEQUE	26614	00:00.0	ICICI BANK	94	NULL	25250	0	0	0	manpreet	30:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702199	5	CHEQUE	575859	00:00.0	HDFC BANK	3043	NULL	29400	0	0	0	manpreet	24:33.0	NULL	NULL	NULL	0	0	00:00.0	1	insufficient funds	NULL		0
S0903588	5	CHEQUE	5548	00:00.0	ICICI BANK	104	NULL	11250	0	0	0	manpreet	59:05.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903380	5	DD	16781	00:00.0	HDFC BANK	110	NULL	55300	0	0	0	manpreet	45:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600656	5	CHEQUE	758785	00:00.0	HDFC BANK	1093	NULL	29250	0	0	0	lallan	46:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903378	5	DD	479510	00:00.0	BANK OF PUNJAB	119	NULL	55300	0	0	0	manpreet	08:34.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903896	5	CHEQUE	653266	00:00.0	ICICI BANK	123	NULL	9600	0	0	0	manpreet	16:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903397	5	CHEQUE	920089	00:00.0	BANK OF MAHARASHTRA	2814	NULL	55300	0	0	0	lallan	12:34.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701851	5	CHEQUE	528064	00:00.0	HDFC BANK	127	NULL	28850	0	0	0	manpreet	20:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903402	5	DD	521380	00:00.0	CITI BANK	130	NULL	55300	0	0	0	manpreet	23:02.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903399	5	DD	21090	00:00.0	HDFC BANK	133	NULL	55300	0	0	0	manpreet	25:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802440	5	CHEQUE	995492	00:00.0	ICICI BANK	138	NULL	16000	0	0	0	manpreet	29:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903407	5	DD	899593	00:00.0	ICICI BANK	147	NULL	55300	0	0	0	manpreet	46:35.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903413	5	DD	16794	00:00.0	HDFC BANK	159	NULL	55300	0	0	0	manpreet	07:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903428	5	DD	45681	00:00.0	HDFC BANK	163	NULL	55300	0	0	0	manpreet	12:17.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802510	5	DD	36	00:00.0	KOTAK MAHINDRA	164	NULL	6800	0	0	0	lallan	12:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903425	5	DD	154761	00:00.0	ICICI BANK	174	NULL	55300	0	0	0	manpreet	21:44.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904031	5	CHEQUE	49333	00:00.0	STATE BANK OF HYDERABAD	187	NULL	9600	0	0	0	manpreet	33:01.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803308	5	CHEQUE	884425	00:00.0	ABN AMRO	195	NULL	28450	0	0	0	manpreet	59:39.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803160	5	CHEQUE	177486	00:00.0	CITI BANK	196	NULL	28450	0	0	0	lallan	05:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701738	5	CHEQUE	236234	00:00.0	HDFC BANK	198	NULL	22050	0	0	0	manpreet	19:57.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701279	5	CHEQUE	402882	00:00.0	ABN AMRO	199	NULL	28850	0	0	0	lallan	30:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803017	5	CHEQUE	386726	00:00.0	ICICI BANK	206	NULL	12450	0	0	0	lallan	22:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903405	5	DD	979902	00:00.0	HDFC BANK	211	NULL	55300	0	0	0	admin	27:01.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903405	5	CHEQUE	133	00:00.0	KOTAK MAHINDRA	212	NULL	11250	0	0	0	manpreet	30:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803293	5	CHEQUE	5774	00:00.0	HSBC BANK	221	NULL	28450	0	0	0	manpreet	18:48.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802891	5	CHEQUE	188834	00:00.0	HDFC BANK	222	NULL	28450	0	0	0	manpreet	20:25.0	NULL	NULL	NULL	0	0	00:00.0	1	post dated	NULL		0
S0802949	5	CHEQUE	204997	00:00.0	ICICI BANK	306	NULL	28450	0	0	0	manpreet	52:01.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701367	5	CHEQUE	125337	00:00.0	HDFC BANK	307	NULL	28850	0	0	0	manpreet	53:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701857	5	CHEQUE	946734	00:00.0	CITI BANK	308	NULL	28850	0	0	0	lallan	53:42.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903528	5	CHEQUE	295023	00:00.0	VIJAYA BANK	309		9600	0	0	0	manpreet	54:58.0	lallan	46:10.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802303	5	CHEQUE	189710	00:00.0	HSBC BANK	310	NULL	26800	0	0	0	manpreet	55:50.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701605	5	CHEQUE	502514	00:00.0	ICICI BANK	311	NULL	28850	0	0	0	lallan	02:17.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701837	5	CHEQUE	253961	00:00.0	ICICI BANK	312	NULL	13800	0	0	0	manpreet	05:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
