RollNo	InstallmentNo	PayMode	ChequeNo	ChequeDate	DrawnOn	ReceiptNo	BankPunchNo	FinalAmt	AdvanceAmt	BalanceAmt	LateFee	CreatedBy	CreatedDate	LastUpdatedBy	LastUpdatedDate	SchoolCode	Reclot	sendtoac	receivedate	chkbounce	reason	ForSession	Narration	ChqBounceFee
S0701447	5	CHEQUE	698499	00:00.0	STATE BANK OF PATIAL	1157		20400	0	0	0	lallan	38:42.0	lallan	44:58.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903776	5	CHEQUE	310260	00:00.0	HDFC BANK	1158	NULL	11250	0	0	0	lallan	39:23.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803352	5	CHEQUE	460536	00:00.0	HDFC BANK	1159	NULL	28450	0	0	0	lallan	39:33.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903809	5	CHEQUE	272231	00:00.0	HDFC BANK	1160		9600	0	0	0	lallan	40:11.0	lallan	03:07.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701834	5	CHEQUE	22533	00:00.0	AXIS	1161		28850	0	0	0	lallan	41:23.0	lallan	46:48.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802772	5	CHEQUE	187748	00:00.0	HDFC BANK	1162	NULL	28450	0	0	0	lallan	45:51.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903495	5	CHEQUE	512798	00:00.0	ICICI BANK	1163	NULL	11250	0	0	0	lallan	47:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802613	5	CHEQUE	839257	00:00.0	CORPORATION BANK	1164		28450	0	0	0	lallan	47:55.0	admin	07:44.0	NULL	0	0	00:00.0	0	funds insufficient	NULL		0
S0903486	5	DD	152192	00:00.0	CORPORATION BANK	1165	NULL	9600	0	0	0	lallan	49:45.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600607	5	CHEQUE	324629	00:00.0	PANJAB NATIONAL BANK	1166	NULL	27600	0	0	0	lallan	50:59.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600402	5	CHEQUE	315565	00:00.0	INDIAN OVERSEAS BANK	1167	NULL	27600	0	0	0	lallan	51:54.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701464	5	CHEQUE	285644	00:00.0	CITI BANK	1168	NULL	28850	0	0	0	lallan	52:13.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600801	5	CHEQUE	554766	00:00.0	ORIENTAL BANK OF COM	1169	NULL	29250	0	0	0	lallan	53:00.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701276	5	CHEQUE	466620	00:00.0	HDFC BANK	1170	NULL	27200	0	0	0	lallan	53:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802771	5	CHEQUE	187747	00:00.0	HDFC BANK	1171	NULL	28450	0	0	0	lallan	55:19.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904080	5	CHEQUE	886415	00:00.0	ICICI BANK	1172		12075	0	0	0	lallan	01:56.0	lallan	03:26.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600591	5	CHEQUE	444339	00:00.0	HDFC BANK	1173	NULL	29250	0	0	0	lallan	02:06.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903928	5	CHEQUE	636032	00:00.0	HDFC BANK	1174	NULL	9600	0	0	0	lallan	03:29.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600819	5	CHEQUE	231385	00:00.0	ANDHRA BANK	1175	NULL	27600	0	0	0	lallan	03:30.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803303	5	CHEQUE	357138	00:00.0	PANJAB NATIONAL BANK	1176		28450	0	0	0	lallan	04:14.0	admin	12:00.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903929	5	CHEQUE	636031	00:00.0	HDFC BANK	1177	NULL	9600	0	0	0	lallan	04:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600968	5	CHEQUE	76674	00:00.0	THE SOUTH INDIAN BAN	1178	NULL	25650	0	0	0	lallan	05:20.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903379	5	CHEQUE	409431	00:00.0	HDFC BANK	1179	NULL	11250	0	0	0	lallan	05:56.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903380	5	CHEQUE	409432	00:00.0	HDFC BANK	1180	NULL	11250	0	0	0	lallan	06:48.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903791	5	CHEQUE	285645	00:00.0	CITI BANK	1181		11250	0	0	0	lallan	12:10.0	admin	56:26.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802692	5	CHEQUE	301601	00:00.0	STATE BANK OF INDIA	1182	NULL	28450	0	0	0	lallan	17:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500354	5	CHEQUE	340773	00:00.0	HDFC BANK	1183	NULL	29250	0	0	0	lallan	18:03.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802714	5	CHEQUE	341517	00:00.0	HDFC BANK	1184	NULL	27625	0	0	0	lallan	19:25.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500609	5	CHEQUE	758784	00:00.0	HDFC BANK	1185	NULL	29250	0	0	0	lallan	21:15.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702017	5	CHEQUE	404704	00:00.0	ING VYSYA BANK LTD	1186	NULL	27200	0	0	0	lallan	30:16.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702082	5	CHEQUE	404705	00:00.0	ING VYSYA BANK LTD	1187	NULL	28850	0	0	0	lallan	30:46.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903833	5	CHEQUE	180988	00:00.0	HDFC BANK	1188	NULL	9600	0	0	0	lallan	35:22.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903422	5	CHEQUE	508698	00:00.0	CITI BANK	1189		11250	0	0	0	lallan	36:23.0	lallan	37:20.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601167	5	CHEQUE	16044	00:00.0	STATE BANK OF INDIA	1190	NULL	29800	0	0	0	lallan	38:18.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903741	5	CHEQUE	212133	00:00.0	HDFC BANK	1191		11250	0	0	0	lallan	39:06.0	admin	03:05.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903559	5	CHEQUE	11565	00:00.0	PUNJAN & SIND BANK	1192		11250	0	0	0	lallan	39:34.0	lallan	40:37.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702013	5	CHEQUE	212134	00:00.0	HDFC BANK	1193	NULL	28850	0	0	0	lallan	40:43.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600653	5	CHEQUE	444086	00:00.0	HDFC BANK	1194	NULL	29250	0	0	0	lallan	41:47.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500356	5	CHEQUE	11564	00:00.0	PUNJAB & SIND BANK	1195		29250	0	0	0	lallan	42:58.0	admin	51:50.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600694	5	CHEQUE	687983	00:00.0	STATE BANK OF INDIA	1196	NULL	29250	0	0	0	lallan	43:58.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803121	5	CHEQUE	192	00:00.0	KOTAK MAHINDRA	1197	NULL	22050	0	0	0	lallan	44:13.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600693	5	CHEQUE	687985	00:00.0	STATE BANK OF INDIA	1198	NULL	29250	0	0	0	lallan	44:32.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601080	5	CHEQUE	893822	00:00.0	ICICI BANK	1199	NULL	22600	0	0	0	lallan	45:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903943	5	CHEQUE	416406	00:00.0	PANJAB NATIONAL BANK	1200		11250	0	0	0	lallan	45:47.0	admin	13:52.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600569	5	CHEQUE	828980	00:00.0	ABN AMRO	1201	NULL	23850	0	0	0	lallan	48:31.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600994	5	CHEQUE	803501	00:00.0	ICICI BANK	1202	NULL	27600	0	0	0	lallan	51:49.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903404	5	CHEQUE	64741	00:00.0	ICICI BANK	1203	NULL	9600	0	0	0	lallan	53:35.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702106	5	CHEQUE	481968	00:00.0	ICICI BANK	1204	NULL	28850	0	0	0	lallan	54:40.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903420	5	CHEQUE	244446	00:00.0	ABN AMRO	1205	NULL	11250	0	0	0	lallan	57:22.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903375	5	CHEQUE	416543	00:00.0	CITI BANK	1206	NULL	11250	0	0	0	lallan	00:41.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702165	5	CHEQUE	416542	00:00.0	CITI BANK	1207	NULL	28850	0	0	0	lallan	03:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0803120	5	CHEQUE	193	00:00.0	KOTAK MAHINDRA	1208	NULL	22050	0	0	0	sreeja	03:24.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0701929	5	CHEQUE	734937	00:00.0	ICICI BANK	1209	NULL	28850	0	0	0	lallan	04:55.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0702244	5	CHEQUE	848813	00:00.0	HDFC BANK	1210		29000	0	0	0	lallan	05:39.0	lallan	31:46.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802766	5	CHEQUE	15803	00:00.0	GURGAON GRAMIN BANK	1340	NULL	26800	0	0	0	admin	26:27.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0601124	5	CHEQUE	117593	00:00.0	CITI BANK	1212	NULL	29250	0	0	0	lallan	08:09.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0903746	5	CHEQUE	8092	00:00.0	STATE BANK OF TRAVAN	1213	NULL	9600	0	0	0	lallan	09:04.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0904028	5	CHEQUE	15802	00:00.0	GURGAON GRAMIN BANK	1214		9600	0	0	0	lallan	09:17.0	lallan	21:05.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802593	5	CHEQUE	13	00:00.0	KOTAK MAHINDRA	1215	NULL	26800	0	0	0	lallan	10:08.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802418	5	CHEQUE	558465	00:00.0	ORIENTAL BANK OF COM	1216		28450	0	0	0	lallan	10:49.0	admin	20:43.0	NULL	0	0	00:00.0	0	NULL	NULL		0
S0802594	5	CHEQUE	12	00:00.0	KOTAK MAHINDRA	1217	NULL	28450	0	0	0	lallan	10:53.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0600747	5	CHEQUE	985058	00:00.0	HDFC BANK	1218	NULL	29250	0	0	0	lallan	14:12.0	NULL	NULL	NULL	0	0	00:00.0	0	NULL	NULL		0
S0500278	5	CHEQUE	300668	00:00.0	ICICI BANK	1219		29250	0	0	0	lallan	14:12.0	lallan	04:49.0	NULL	0	0	00:00.0	0	NULL	NULL		0
