UserId	RecId	Item	ItemType	Variety	ForeQty	ForeMonth	QltyParam	UnderKPK	UOM	ForeYear
prabhu0970	15243	Seed	Pearl Millet		0.08	June	Mico	kpk0970	Qntls	2012
daula0970	323	Fertilizer	Urea	Shri Ram	2	May	Shri Ram	KPK0970	bags	2012
bhura0970	396	Seed	Pearl Millet	NULL	0.08	May	Pioneer	KPK0970	qntls	2012
ram0970	9928	Seed	Groundnut		3	May	Rasdar	KPK0970	qntls	2012
bhomaram0970	380	Fertilizer	DAP	NULL	5	May	DAP	KPK0970	bags	2012
shyam0970	437	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0970	bags	2012
bhura0970	383	Fertilizer	DAP	IFFCO	6	May	IFFCO	KPK0970	bags	2012
madanlal0970	229	Fertilizer	Urea	Shri Ram	5	May	Shri Ram	KPK0970	bags	2012
girdharilal0970	280	Seed	Groundnut	NULL	8	May	Rasdar	KPK0970	qntls	2012
kanaram0970	567	Seed	Groundnut	NULL	8	May	Rasdar	KPK0970	qntls	2012
sunda0970	180	Seed	Pearl Millet	NULL	0.1	May	Pioneer	KPK0970	qntls	2012
sonaram0970	360	Fertilizer	DAP	IFFCO	3	May	IFFCO	KPK0970	bags	2012
madanlal0970	75	Seed	Groundnut	NULL	4	May	Rasdar	KPK0970	qntls	2012
pdyadav10970	179	Fertilizer	Urea	Shri Ram	5	May	Shri Ram	KPK0970	bags	2012
shyam0970	497	Seed	Groundnut	NULL	1	May	Rasdar	KPK0970	qntls	2012
prahlad0970	449	Fertilizer	Urea	NULL	5	May	Shri Ram	KPK0970	bags	2012
bdyadav0970	267	Seed	Groundnut	NULL	2	May	Rasdar	KPK0970	qntls	2012
prabhati0970	443	Fertilizer	Urea	NULL	10	May	Shri Ram	KPK0970	bags	2012
gyadav0970	511	Fertilizer	Gypsum	NULL	2	May	NULL	KPK0970	bags	2012
chhigan0970	37	Seed	Groundnut	NULL	4	May	Rasdar	KPK0970	qntls	2012
pyadav0970	550	Fertilizer	DAP	IFFCO	2	May	IFFCO	KPK0970	bags	2012
govind0970	9949	Fertilizer	Urea	Shri Ram	2	May	Shri Ram	KPK0970	bags	2012
bsyadav0970	426	Fertilizer	DAP	IFFCO	2	May	IFFCO	KPK0970	bags	2012
bsyadav0970	362	Seed	Groundnut	NULL	3	May	Rasdar	KPK0970	qntls	2012
chittarmal0970	498	Fertilizer	Urea	NULL	10	May	Shri Ram	KPK0970	bags	2012
suvalal0970	569	Fertilizer	DAP	IFFCO	2	May	IFFCO	KPK0970	bags	2012
banwari0970	183	Seed	Groundnut	NULL	5	May	Rasdar	KPK0970	qntls	2012
ryadav0970	523	Seed	Groundnut	NULL	5	May	Rasdar	KPK0970	qntls	2012
ramchandra0970	9904	Fertilizer	Urea	Shri Ram	8	May	Shri Ram	KPK0970	bags	2012
skyadav0970	372	Seed	Potato	NULL	0.5	May	Shankar	KPK0970	Qntls	2012
nryadav	62	Seed	Groundnut	NULL	5	May	Rasdar	KPK0970	qntls	2012
durgo0970	512	Fertilizer	Urea	NULL	6	May	Shri Ram	KPK0970	bags	2012
kana10970	15259	Seed	Groundnut		8	May	Rasdar	kpk0970	qntls	2012
badri0970	544	Fertilizer	Urea	NULL	2	May	Shri Ram	KPK0970	bags	2012
nacchuram0970	455	Seed	Groundnut	NULL	10	May	Rasdar	KPK0970	qntls	2012
maliram0970	9969	Seed	Groundnut		8	May	Ganesh	KPK0970	qntls	2012
daula0970	182	Fertilizer	DAP	IFFCO	1	May	IFFCO	KPK0970	bags	2012
jagmal0970	141	Seed	Groundnut	NULL	0.25	May	Pioneer	KPK0970	qntls	2012
chotu0970	393	Fertilizer	DAP	IFFCO	3	May	IFFCO	KPK0970	bags	2012
deva0970	50	Seed	Groundnut	NULL	3	May	Rasdar	KPK0970	qntls	2012
mahesh0970	15247	Fertilizer	Urea	Shri Ram	10	May	Shri Ram	kpk0970	bags	2012
kajod0970	9914	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0970	bags	2012
kajod10970	15253	Fertilizer	Urea	Shri Ram	2	May	Shri Ram	kpk0970	bags	2012
kalu0970	15244	Fertilizer	Urea	Shri Ram	7	May	Shri Ram	kpk0970	bags	2012
raghunath0970	589	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0970	bags	2012
narayan0970	9887	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0970	bags	2012
Choturam0970	557	Fertilizer	Urea	NULL	4	May	Shri Ram	KPK0970	bags	2012
lryadav0970	384	Fertilizer	DAP	IFFCO	8	May	IFFCO	KPK0970	bags	2012
kajod10970	15256	Seed	Groundnut		3	May	Rasdar	kpk0970	qntls	2012
bhavaryadav1034	16353	Fertilizer	Potash		30	March	NULL	KPK1034	kgs	2012
ganeshram1034	16358	Agrochemicals	Phorate		35	March	NULL	KPK1034	kgs	2012
raghuvir11034	16388	Fertilizer	DAP		1.6	March	NULL	KPK1034	Bags	2012
sadhuram11034	16402	Fertilizer	Urea		100	May	NULL	KPK1034	bags	2012
ramyadav1034	16380	Agrochemicals	Phorate		15	March	NULL	KPK1034	kgs	2012
ramyadav1034	16381	Agrochemicals	powder		21	Select	NULL	KPK1034	kgs	2012
raghuvirsharan1034	16393	Fertilizer	DAP		1.6	March	NULL	KPK1034	Bags	2012
bhavaryadav1034	16352	Fertilizer	DAP		80	March	NULL	KPK1034	Bags	2012
ghesaram1034	16370	Agrochemicals	Phorate		15	March	NULL	KPK1034	kgs	2012
raghuvir1034	16383	Fertilizer	DAP		1.6	March	NULL	KPK1034	Bags	2012
ganeshram1034	16357	Fertilizer	Potash		20	March	NULL	KPK1034	kgs	2012
laduram1034	16360	Fertilizer	DAP		100	March	NULL	KPK1034	Bags	2012
laduram1034	16361	Fertilizer	Potash		50	March	NULL	KPK1034	kgs	2012
harinarayan1034	16376	Agrochemicals	powder		15	Select	NULL	KPK1034	kgs	2012
sadhuram11034	16399	Fertilizer	Potash		30	March	NULL	KPK1034	kgs	2012
lelaram1034	16417	Agrochemicals	Phorate		10	Select	NULL	KPK1034	kgs	2012
bhavaryadav1034	16355	Agrochemicals	powder		12	Select	NULL	KPK1034	kgs	2012
laduram1034	16363	Agrochemicals	powder		70	Select	NULL	KPK1034	kgs	2012
ghesaram1034	16371	Agrochemicals	powder		10	Select	NULL	KPK1034	kgs	2012
raghuvir11034	16390	Agrochemicals	Phorate		8	March	NULL	KPK1034	kgs	2012
raghuvirsharan1034	16397	Fertilizer	Urea		65	May	NULL	KPK1034	bags	2012
lelaram1034	16415	Fertilizer	Urea		2	March	NULL	KPK1034	Bags	2012
raghuvirsharan1034	16396	Agrochemicals	powder		10	Select	NULL	KPK1034	kgs	2012
ramkumar1034	16405	Agrochemicals	Phorate		2	March	NULL	KPK1034	bags	2012
dhanshyam1034	16367	Agrochemicals	powder		10	Select	NULL	KPK1034	kgs	2012
harinarayan1034	16377	Fertilizer	Urea		100	May	NULL	KPK1034	bags	2012
ramyadav1034	16382	Fertilizer	Urea		150	May	NULL	KPK1034	bags	2012
sadhuram11034	16398	Fertilizer	DAP		1.6	March	NULL	KPK1034	Bags	2012
laduram1034	16362	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
raghuvir11034	16391	Agrochemicals	powder		10	Select	NULL	KPK1034	kgs	2012
raghuvirsharan1034	16394	Fertilizer	Potash		40	March	NULL	KPK1034	kgs	2012
lelaram1034	16416	Fertilizer	Potash		50	March	NULL	KPK1034	kgs	2012
sadhu1034	29065	Fertilizer	DAP		1.6	May	shriram	kpk1034	Bags	2012
hng1034	29129	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
sadhury1034	29132	Fertilizer	Urea		16	May	NULL	kpk1034	Bags	2012
blg1034	29152	Fertilizer	DAP		1.6	May	shriram	kpk1034	Bags	2012
ghanshyam1034	29164	Agrochemicals	Phorate		8	Select	NULL	kpk1034	kgs	2012
dhola1034	29173	Agrochemicals	potash		30	Select	NULL	kpk1034	kgs	2012
sadhu1034	29066	Fertilizer	Urea		2	May	shriram	kpk1034	Bags	2012
ramgs1034	29090	Fertilizer	Urea		1.6	May	shriram	kpk1034	Bags	2012
raghu	29108	Agrochemicals	Dust		15	Select	NULL	kpk1034	kgs	2012
hng1034	29128	Fertilizer	potash		50	Select	NULL	kpk1034	kgs	2012
raghu	29106	Fertilizer	Urea		1.6	May	NULL	kpk1034	Bags	2012
ramgs1034	29094	Agrochemicals	Dust		15	Select	NULL	kpk1034	kgs	2012
dram1034	29117	Fertilizer	Urea		3	May	shriram	kpk1034	Bags	2012
ghasi1034	29141	Agrochemicals	Phorate		15	Select	NULL	kpk1034	kgs	2012
ballu1034	29144	Fertilizer	Urea		2	May	NULL	kpk1034	Bags	2012
blg1034	29153	Fertilizer	Urea		2	May	NULL	kpk1034	Bags	2012
jnyadav1034	29121	Fertilizer	DAP		2	May	shriram	kpk1034	Bags	2012
dhola1034	29171	Fertilizer	DAP		40	March	shriram	kpk1034	Bags	2012
jnyadav1034	29123	Agrochemicals	potash		40	Select	NULL	kpk1034	kgs	2012
ghasi1034	29138	Fertilizer	DAP		1.4	May	shriram	kpk1034	Bags	2012
ghasi1034	29142	Agrochemicals	Dust		14	Select	NULL	kpk1034	kgs	2012
blg1034	29154	Agrochemicals	potash		40	Select	NULL	kpk1034	kgs	2012
ghanshyam1034	29163	Fertilizer	potash		50	Select	NULL	kpk1034	kgs	2012
raghu	29110	Agrochemicals	Culture		5	Select	NULL	kpk1034	kgs	2012
jnyadav1034	29122	Fertilizer	Urea		1.6	May	NULL	kpk1034	Bags	2012
ghasi1034	29139	Fertilizer	Urea		30	May	shriram	kpk1034	Bags	2012
ballu1034	29145	Agrochemicals	potash		40	Select	NULL	kpk1034	kgs	2012
sadhu1034	29067	Fertilizer	Potash		30	Select	NULL	kpk1034	kgs	2012
ganpat1034	29088	Fertilizer	Dust		10	Select	NULL	kpk1034	kgs	2012
ramgs1034	29092	Agrochemicals	potash		40	Select	NULL	kpk1034	kgs	2012
jprasad1034	29112	Fertilizer	Urea		2	May	NULL	kpk1034	Bags	2012
sadhury1034	29131	Fertilizer	DAP		32	March	shriram	kpk1034	Bags	2012
raghu	29109	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
hng1034	29127	Fertilizer	Urea		2	May	shriram	kpk1034	Bags	2012
rich1034	29135	Agrochemicals	potash		40	Select	NULL	kpk1034	kgs	2012
hng1034	29130	Agrochemicals	Dust		15	Select	NULL	kpk1034	kgs	2012
blg1034	29156	Agrochemicals	Dust		10	Select	NULL	kpk1034	kgs	2012
ghanshyam1034	29162	Fertilizer	Urea		3	May	shriram	kpk1034	Bags	2012
laxman1034	29170	Agrochemicals	Dust		10	Select	NULL	kpk1034	kgs	2012
dhola1034	29172	Fertilizer	Urea		1.4	May	NULL	kpk1034	Bags	2012
dhola1034	29174	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
ganpat1034	29087	Fertilizer	Urea	IFFCO	1.3	May	IFFCO	kpk1034	Bags	2012
ganpat1034	29089	Agrochemicals	Phorate		8	Select	NULL	kpk1034	kgs	2012
ramgs1034	29093	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
dram1034	29116	Fertilizer	DAP		2	May	shriram	kpk1034	Bags	2012
dram1034	29118	Fertilizer	potash		50	Select	NULL	kpk1034	kgs	2012
ghasi1034	29140	Fertilizer	potash		40	Select	NULL	kpk1034	kgs	2012
ballu1034	29143	Fertilizer	DAP		1.6	May	shriram	kpk1034	Bags	2012
blg1034	29155	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
laxman1034	29169	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
dhola1034	29175	Agrochemicals	Dust		10	Select	NULL	kpk1034	kgs	2012
jprasad1034	29114	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
jprasad1034	29115	Agrochemicals	Dust		15	Select	NULL	kpk1034	kgs	2012
jnyadav1034	29125	Agrochemicals	Dust		10	Select	NULL	kpk1034	kgs	2012
rich1034	29134	Fertilizer	Urea		2	May	NULL	kpk1034	Bags	2012
ballu1034	29146	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
raghu	29107	Fertilizer	SSP		60	Select	shriram	kpk1034	kgs	2012
jnyadav1034	29124	Agrochemicals	Phorate		15	Select	NULL	kpk1034	kgs	2012
ballu1034	29147	Agrochemicals	Dust		10	Select	NULL	kpk1034	kgs	2012
ghanshyam1034	29161	Fertilizer	DAP		1.6	May	shriram	kpk1034	Bags	2012
ghanshyam1034	29165	Agrochemicals	Dust		10	Select	NULL	kpk1034	kgs	2012
ganpat1034	29086	Fertilizer	DAP		1.6	May	shriram	kpk1034	Bags	2012
ramgs1034	29091	Fertilizer	DAP		2	May	NULL	kpk1034	Bags	2012
dram1034	29120	Agrochemicals	Dust		21	Select	NULL	kpk1034	kgs	2012
rich1034	29133	Fertilizer	DAP		1.6	May	shriram	kpk1034	Bags	2012
laxman1034	29166	Fertilizer	DAP		40	March	shriram	kpk1034	Bags	2012
laxman1034	29167	Fertilizer	Urea		30	May	NULL	kpk1034	Bags	2012
laxman1034	29168	Agrochemicals	potash		20	Select	NULL	kpk1034	kgs	2012
jprasad1034	29111	Fertilizer	DAP		1	May	shriram	kpk1034	Bags	2012
jprasad1034	29113	Agrochemicals	potash		40	Select	NULL	kpk1034	kgs	2012
dram1034	29119	Agrochemicals	Phorate		15	Select	NULL	kpk1034	kgs	2012
hng1034	29126	Fertilizer	DAP		1.8	May	shriram	kpk1034	Bags	2012
rich1034	29136	Agrochemicals	Phorate		10	Select	NULL	kpk1034	kgs	2012
rich1034	29137	Agrochemicals	Dust		10	Select	NULL	kpk1034	kgs	2012
ganeshram1034	16359	Agrochemicals	powder		35	Select	NULL	KPK1034	kgs	2012
ghesaram1034	16369	Fertilizer	Potash		90	March	NULL	KPK1034	kgs	2012
harinarayan1034	16373	Fertilizer	DAP		1.8	March	NULL	KPK1034	Bags	2012
raghuvir1034	16384	Fertilizer	Potash		50	March	NULL	KPK1034	kgs	2012
raghuvir1034	16386	Agrochemicals	powder		15	Select	NULL	KPK1034	kgs	2012
harinarayan1034	16374	Fertilizer	Potash		50	March	NULL	KPK1034	kgs	2012
ramkumar1034	16403	Fertilizer	DAP		1	March	NULL	KPK1034	bags	2012
ramkumar1034	16404	Fertilizer	Potash		1	March	NULL	KPK1034	bags	2012
bhavaryadav1034	16354	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
dhanshyam1034	16364	Fertilizer	DAP		80	March	NULL	KPK1034	Bags	2012
ramyadav1034	16379	Fertilizer	Potash		50	March	NULL	KPK1034	kgs	2012
raghuvir11034	16389	Fertilizer	Potash		40	March	NULL	KPK1034	kgs	2012
sadhuram11034	16400	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
ramkumar1034	16406	Agrochemicals	powder		2	Select	NULL	KPK1034	bags	2012
dholaram1034	16332	Fertilizer	DAP		40	March	NULL	KPK1034	Bags	2012
ballusingh1034	16341	Fertilizer	Urea		2	March	NULL	KPK1034	Bags	2012
dholaram1034	16335	Agrochemicals	Phorate		10	Select	NULL	KPK1034	kgs	2012
dholaram1034	16334	Fertilizer	Urea		1.4	March	NULL	KPK1034	Bags	2012
laluyadav1034	16330	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
ballusingh1034	16342	Fertilizer	Potash		40	March	NULL	KPK1034	kgs	2012
laluyadav1034	16331	Fertilizer	DAP		2	March	NULL	KPK1034	Bags	2012
jagnathyadav1034	16343	Fertilizer	DAP	Sriram	1.6	March	NULL	KPK1034	Bags	2012
ramsharma1034	16351	Fertilizer	Urea		1.6	May	NULL	KPK1034	Bags	2012
ramsharma1034	16349	Fertilizer	Potash		40	March	NULL	KPK1034	kgs	2012
ramsharma1034	16350	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
ramsharma1034	16348	Fertilizer	DAP	Sriram	2	March	NULL	KPK1034	Bags	2012
jagdishyadav1034	16346	Fertilizer	Potash		100	March	NULL	KPK1034	kgs	2012
jagdishyadav1034	16345	Fertilizer	DAP	Sriram	1.6	March	NULL	KPK1034	Bags	2012
jagdishyadav1034	16347	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
jagnathyadav1034	16344	Agrochemicals	Phorate		40	March	NULL	KPK1034	kgs	2012
dholaram1034	16333	Fertilizer	Potash		30	March	NULL	KPK1034	kgs	2012
ballusingh1034	16340	Fertilizer	DAP	Sriram	1.6	March	shriram	KPK1034	Bags	2012
raghuvir1034	16385	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
raghuvirsharan1034	16395	Agrochemicals	Phorate		8	March	NULL	KPK1034	kgs	2012
ganeshram1034	16356	Fertilizer	DAP		1.2	March	NULL	KPK1034	Bags	2012
ghesaram1034	16372	Fertilizer	Urea		30	May	NULL	KPK1034	bags	2012
sadhuram11034	16401	Agrochemicals	powder		10	Select	NULL	KPK1034	kgs	2012
dhanshyam1034	16365	Fertilizer	Potash		50	March	NULL	KPK1034	kgs	2012
dhanshyam1034	16366	Agrochemicals	Phorate		50	March	NULL	KPK1034	kgs	2012
ghesaram1034	16368	Fertilizer	DAP		1.4	March	NULL	KPK1034	Bags	2012
harinarayan1034	16375	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
ramyadav1034	16378	Fertilizer	DAP		2	March	NULL	KPK1034	Bags	2012
raghuvir11034	16392	Fertilizer	Urea		65	May	NULL	KPK1034	bags	2012
ramkumar1034	16407	Fertilizer	Urea		2	May	NULL	KPK1034	bags	2012
lelaram1034	16414	Fertilizer	DAP	Sriram	2	March	NULL	KPK1034	Bags	2012
raghuvir1034	16387	Fertilizer	Urea		60	May	NULL	KPK1034	bags	2012
lelaram1034	16418	Agrochemicals	powder		10	Select	NULL	KPK1034	kgs	2012
laxmanbunkar1034	16336	Fertilizer	DAP		40	March	NULL	KPK1034	Bags	2012
laxmanbunkar1034	16339	Agrochemicals	Phorate		10	March	NULL	KPK1034	kgs	2012
laluyadav1034	16329	Fertilizer	Urea	Sriram	1.6	March	shriram	KPK1034	Bags	2012
laxmanbunkar1034	16337	Fertilizer	Potash		20	March	NULL	KPK1034	kgs	2012
laxmanbunkar1034	16338	Fertilizer	Urea		30	March	NULL	KPK1034	Bags	2012

