UserId	RecId	Item	ItemType	Variety	ForeQty	ForeMonth	QltyParam	UnderKPK	UOM	ForeYear
chotu0970	394	Seed	Groundnut	NULL	1	May	Rasdar	KPK0970	qntls	2012
suwalal0970	9897	Fertilizer	Urea	Shri Ram	1	May	Shri Ram	KPK0970	bags	2012
gyadav0970	399	Seed	Pearl Millet	NULL	0.05	May	Maico	KPK0970	qntls	2012
girdhari0970	533	Fertilizer	DAP	IFFCO	5	May	IFFCO	KPK0970	bags	2012
bdyadav0970	266	Fertilizer	DAP	IFFCO	2	May	IFFCO	KPK0970	bags	2012
skyadav0970	356	Seed	Groundnut	NULL	0.5	May	Rasdar	KPK0970	qntls	2012
bryadav	294	Seed	Groundnut	NULL	3	May	Rasdar	KPK0970	qntls	2012
skyadav0970	524	Fertilizer	DAP	IFFCO	6	May	IFFCO	KPK0970	bags	2012
bhomaram0970	381	Seed	Groundnut	NULL	8	May	Rasdar	KPK0970	qntls	2012
sitaram0970	617	Fertilizer	Urea	NULL	4	May	Shri Ram	KPK0970	bags	2012
glyadav0970	357	Seed	Groundnut	NULL	4	May	NULL	KPK0970	qntls	2012
arjun0970	9958	Seed	Pearl Millet		0.1	May	Mahyco	KPK0970	qntls	2012
