Product	Duration	Month	Year	Location	TargetSales
ESTRELLA DAMM	9/1/12 12:00 AM	Sep	2012	KOL	40
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	DEL	75
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	MUM	15
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	PUN	15
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	GGN	5
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	GOA	0
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	CDG	0
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	RAJ	2
BROOKLYN LAGER	9/1/12 12:00 AM	Sep	2012	KOL	0
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	DEL	50
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	MUM	15
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	PUN	5
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	GGN	5
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	GOA	0
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	CDG	0
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	RAJ	3
BROOKLYN IPA	9/1/12 12:00 AM	Sep	2012	KOL	30
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	DEL	0
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	MUM	0
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	PUN	0
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	GGN	0
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	GOA	0
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	CDG	0
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	RAJ	0
SAISON DUPONT	9/1/12 12:00 AM	Sep	2012	KOL	0
DUVEL	10/1/12 12:00 AM	Oct	2012	DEL	50
DUVEL	10/1/12 12:00 AM	Oct	2012	MUM	20
DUVEL	10/1/12 12:00 AM	Oct	2012	PUN	20
DUVEL	10/1/12 12:00 AM	Oct	2012	GGN	10
DUVEL	10/1/12 12:00 AM	Oct	2012	GOA	10
DUVEL	10/1/12 12:00 AM	Oct	2012	CDG	5
DUVEL	10/1/12 12:00 AM	Oct	2012	RAJ	5
DUVEL	10/1/12 12:00 AM	Oct	2012	KOL	15
LIEFMANS	10/1/12 12:00 AM	Oct	2012	DEL	50
LIEFMANS	10/1/12 12:00 AM	Oct	2012	MUM	20
LIEFMANS	10/1/12 12:00 AM	Oct	2012	PUN	15
LIEFMANS	10/1/12 12:00 AM	Oct	2012	GGN	5
LIEFMANS	10/1/12 12:00 AM	Oct	2012	GOA	0
LIEFMANS	10/1/12 12:00 AM	Oct	2012	CDG	0
LIEFMANS	10/1/12 12:00 AM	Oct	2012	RAJ	5
LIEFMANS	10/1/12 12:00 AM	Oct	2012	KOL	0
CHIMAY	10/1/12 12:00 AM	Oct	2012	DEL	40
CHIMAY	10/1/12 12:00 AM	Oct	2012	MUM	25
CHIMAY	10/1/12 12:00 AM	Oct	2012	PUN	20
CHIMAY	10/1/12 12:00 AM	Oct	2012	GGN	10
CHIMAY	10/1/12 12:00 AM	Oct	2012	GOA	10
CHIMAY	10/1/12 12:00 AM	Oct	2012	CDG	5
CHIMAY	10/1/12 12:00 AM	Oct	2012	RAJ	5
CHIMAY	10/1/12 12:00 AM	Oct	2012	KOL	0
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	DEL	150
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	MUM	40
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	PUN	25
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	GGN	15
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	GOA	0
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	CDG	0
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	RAJ	5
WEIHENSTEPHANER	10/1/12 12:00 AM	Oct	2012	KOL	0
FRUEH	10/1/12 12:00 AM	Oct	2012	DEL	150
FRUEH	10/1/12 12:00 AM	Oct	2012	MUM	40
FRUEH	10/1/12 12:00 AM	Oct	2012	PUN	25
FRUEH	10/1/12 12:00 AM	Oct	2012	GGN	15
FRUEH	10/1/12 12:00 AM	Oct	2012	GOA	10
FRUEH	10/1/12 12:00 AM	Oct	2012	CDG	5
FRUEH	10/1/12 12:00 AM	Oct	2012	RAJ	5
FRUEH	10/1/12 12:00 AM	Oct	2012	KOL	0
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	DEL	75
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	MUM	75
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	PUN	50
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	GGN	25
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	GOA	20
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	CDG	10
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	RAJ	15
ESTRELLA DAMM	10/1/12 12:00 AM	Oct	2012	KOL	20
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	DEL	50
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	MUM	15
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	PUN	15
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	GGN	10
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	GOA	0
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	CDG	0
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	RAJ	5
BROOKLYN LAGER	10/1/12 12:00 AM	Oct	2012	KOL	0
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	DEL	35
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	MUM	15
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	PUN	5
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	GGN	10
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	GOA	0
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	CDG	0
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	RAJ	5
BROOKLYN IPA	10/1/12 12:00 AM	Oct	2012	KOL	15
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	DEL	0
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	MUM	0
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	PUN	0
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	GGN	0
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	GOA	0
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	CDG	0
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	RAJ	0
SAISON DUPONT	10/1/12 12:00 AM	Oct	2012	KOL	0
DUVEL	11/1/12 12:00 AM	Nov	2012	DEL	100
DUVEL	11/1/12 12:00 AM	Nov	2012	MUM	40
DUVEL	11/1/12 12:00 AM	Nov	2012	PUN	20
DUVEL	11/1/12 12:00 AM	Nov	2012	GGN	5
DUVEL	11/1/12 12:00 AM	Nov	2012	GOA	10
DUVEL	11/1/12 12:00 AM	Nov	2012	CDG	0
DUVEL	11/1/12 12:00 AM	Nov	2012	RAJ	3
DUVEL	11/1/12 12:00 AM	Nov	2012	KOL	30
LIEFMANS	11/1/12 12:00 AM	Nov	2012	DEL	75
LIEFMANS	11/1/12 12:00 AM	Nov	2012	MUM	20
LIEFMANS	11/1/12 12:00 AM	Nov	2012	PUN	15
LIEFMANS	11/1/12 12:00 AM	Nov	2012	GGN	5
LIEFMANS	11/1/12 12:00 AM	Nov	2012	GOA	0
LIEFMANS	11/1/12 12:00 AM	Nov	2012	CDG	0
LIEFMANS	11/1/12 12:00 AM	Nov	2012	RAJ	3
LIEFMANS	11/1/12 12:00 AM	Nov	2012	KOL	0
CHIMAY	11/1/12 12:00 AM	Nov	2012	DEL	50
CHIMAY	11/1/12 12:00 AM	Nov	2012	MUM	25
CHIMAY	11/1/12 12:00 AM	Nov	2012	PUN	20
CHIMAY	11/1/12 12:00 AM	Nov	2012	GGN	5
CHIMAY	11/1/12 12:00 AM	Nov	2012	GOA	10
CHIMAY	11/1/12 12:00 AM	Nov	2012	CDG	0
CHIMAY	11/1/12 12:00 AM	Nov	2012	RAJ	3
CHIMAY	11/1/12 12:00 AM	Nov	2012	KOL	0
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	DEL	50
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	MUM	30
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	PUN	15
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	GGN	5
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	GOA	0
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	CDG	0
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	RAJ	3
WEIHENSTEPHANER	11/1/12 12:00 AM	Nov	2012	KOL	0
FRUEH	11/1/12 12:00 AM	Nov	2012	DEL	50
FRUEH	11/1/12 12:00 AM	Nov	2012	MUM	30
FRUEH	11/1/12 12:00 AM	Nov	2012	PUN	15
FRUEH	11/1/12 12:00 AM	Nov	2012	GGN	5
FRUEH	11/1/12 12:00 AM	Nov	2012	GOA	10
FRUEH	11/1/12 12:00 AM	Nov	2012	CDG	0
FRUEH	11/1/12 12:00 AM	Nov	2012	RAJ	3
FRUEH	11/1/12 12:00 AM	Nov	2012	KOL	0
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	DEL	100
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	MUM	75
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	PUN	45
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	GGN	15
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	GOA	20
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	CDG	0
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	RAJ	10
ESTRELLA DAMM	11/1/12 12:00 AM	Nov	2012	KOL	40
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	DEL	50
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	MUM	15
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	PUN	15
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	GGN	5
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	GOA	0
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	CDG	0
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	RAJ	2
BROOKLYN LAGER	11/1/12 12:00 AM	Nov	2012	KOL	0
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	DEL	35
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	MUM	15
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	PUN	5
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	GGN	5
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	GOA	0
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	CDG	0
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	RAJ	3
BROOKLYN IPA	11/1/12 12:00 AM	Nov	2012	KOL	30
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	DEL	0
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	MUM	0
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	PUN	0
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	GGN	0
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	GOA	0
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	CDG	0
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	RAJ	0
SAISON DUPONT	11/1/12 12:00 AM	Nov	2012	KOL	0
DUVEL	12/1/12 12:00 AM	Dec	2012	DEL	100
DUVEL	12/1/12 12:00 AM	Dec	2012	MUM	40
DUVEL	12/1/12 12:00 AM	Dec	2012	PUN	20
DUVEL	12/1/12 12:00 AM	Dec	2012	GGN	5
DUVEL	12/1/12 12:00 AM	Dec	2012	GOA	10
DUVEL	12/1/12 12:00 AM	Dec	2012	CDG	0
DUVEL	12/1/12 12:00 AM	Dec	2012	RAJ	5
DUVEL	12/1/12 12:00 AM	Dec	2012	KOL	15
LIEFMANS	12/1/12 12:00 AM	Dec	2012	DEL	75
LIEFMANS	12/1/12 12:00 AM	Dec	2012	MUM	20
LIEFMANS	12/1/12 12:00 AM	Dec	2012	PUN	15
LIEFMANS	12/1/12 12:00 AM	Dec	2012	GGN	5
LIEFMANS	12/1/12 12:00 AM	Dec	2012	GOA	0
LIEFMANS	12/1/12 12:00 AM	Dec	2012	CDG	0
LIEFMANS	12/1/12 12:00 AM	Dec	2012	RAJ	5
LIEFMANS	12/1/12 12:00 AM	Dec	2012	KOL	0
CHIMAY	12/1/12 12:00 AM	Dec	2012	DEL	50
CHIMAY	12/1/12 12:00 AM	Dec	2012	MUM	25
CHIMAY	12/1/12 12:00 AM	Dec	2012	PUN	20
CHIMAY	12/1/12 12:00 AM	Dec	2012	GGN	5
CHIMAY	12/1/12 12:00 AM	Dec	2012	GOA	10
CHIMAY	12/1/12 12:00 AM	Dec	2012	CDG	0
CHIMAY	12/1/12 12:00 AM	Dec	2012	RAJ	5
CHIMAY	12/1/12 12:00 AM	Dec	2012	KOL	0
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	DEL	50
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	MUM	30
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	PUN	15
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	GGN	5
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	GOA	0
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	CDG	0
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	RAJ	5
WEIHENSTEPHANER	12/1/12 12:00 AM	Dec	2012	KOL	0
FRUEH	12/1/12 12:00 AM	Dec	2012	DEL	50
FRUEH	12/1/12 12:00 AM	Dec	2012	MUM	30
FRUEH	12/1/12 12:00 AM	Dec	2012	PUN	15
FRUEH	12/1/12 12:00 AM	Dec	2012	GGN	5
FRUEH	12/1/12 12:00 AM	Dec	2012	GOA	10
FRUEH	12/1/12 12:00 AM	Dec	2012	CDG	0
FRUEH	12/1/12 12:00 AM	Dec	2012	RAJ	5
FRUEH	12/1/12 12:00 AM	Dec	2012	KOL	0
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	DEL	100
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	MUM	75
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	PUN	45
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	GGN	15
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	GOA	20
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	CDG	0
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	RAJ	15
ESTRELLA DAMM	12/1/12 12:00 AM	Dec	2012	KOL	20
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	DEL	50
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	MUM	15
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	PUN	15
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	GGN	5
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	GOA	0
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	CDG	0
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	RAJ	5
BROOKLYN LAGER	12/1/12 12:00 AM	Dec	2012	KOL	0
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	DEL	35
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	MUM	15
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	PUN	5
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	GGN	5
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	GOA	0
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	CDG	0
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	RAJ	5
BROOKLYN IPA	12/1/12 12:00 AM	Dec	2012	KOL	15
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	DEL	0
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	MUM	0
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	PUN	0
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	GGN	0
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	GOA	0
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	CDG	0
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	RAJ	0
SAISON DUPONT	12/1/12 12:00 AM	Dec	2012	KOL	0
DUVEL	1/1/13 12:00 AM	Jan	2013	DEL	50
DUVEL	1/1/13 12:00 AM	Jan	2013	MUM	15
DUVEL	1/1/13 12:00 AM	Jan	2013	PUN	10
DUVEL	1/1/13 12:00 AM	Jan	2013	GGN	2
DUVEL	1/1/13 12:00 AM	Jan	2013	GOA	0
DUVEL	1/1/13 12:00 AM	Jan	2013	CDG	0
DUVEL	1/1/13 12:00 AM	Jan	2013	RAJ	0
DUVEL	1/1/13 12:00 AM	Jan	2013	KOL	15
LIEFMANS	1/1/13 12:00 AM	Jan	2013	DEL	50
LIEFMANS	1/1/13 12:00 AM	Jan	2013	MUM	5
LIEFMANS	1/1/13 12:00 AM	Jan	2013	PUN	5
LIEFMANS	1/1/13 12:00 AM	Jan	2013	GGN	2
LIEFMANS	1/1/13 12:00 AM	Jan	2013	GOA	0
LIEFMANS	1/1/13 12:00 AM	Jan	2013	CDG	0
LIEFMANS	1/1/13 12:00 AM	Jan	2013	RAJ	0
LIEFMANS	1/1/13 12:00 AM	Jan	2013	KOL	0
CHIMAY	1/1/13 12:00 AM	Jan	2013	DEL	40
CHIMAY	1/1/13 12:00 AM	Jan	2013	MUM	10
CHIMAY	1/1/13 12:00 AM	Jan	2013	PUN	10
CHIMAY	1/1/13 12:00 AM	Jan	2013	GGN	2
CHIMAY	1/1/13 12:00 AM	Jan	2013	GOA	0
CHIMAY	1/1/13 12:00 AM	Jan	2013	CDG	0
CHIMAY	1/1/13 12:00 AM	Jan	2013	RAJ	0
CHIMAY	1/1/13 12:00 AM	Jan	2013	KOL	0
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	DEL	50
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	MUM	10
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	PUN	10
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	GGN	3
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	GOA	0
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	CDG	0
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	RAJ	0
WEIHENSTEPHANER	1/1/13 12:00 AM	Jan	2013	KOL	0
FRUEH	1/1/13 12:00 AM	Jan	2013	DEL	50
FRUEH	1/1/13 12:00 AM	Jan	2013	MUM	10
FRUEH	1/1/13 12:00 AM	Jan	2013	PUN	10
FRUEH	1/1/13 12:00 AM	Jan	2013	GGN	2
FRUEH	1/1/13 12:00 AM	Jan	2013	GOA	0
FRUEH	1/1/13 12:00 AM	Jan	2013	CDG	0
FRUEH	1/1/13 12:00 AM	Jan	2013	RAJ	0
FRUEH	1/1/13 12:00 AM	Jan	2013	KOL	0
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	DEL	75
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	MUM	30
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	PUN	25
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	GGN	10
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	GOA	0
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	CDG	0
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	RAJ	0
ESTRELLA DAMM	1/1/13 12:00 AM	Jan	2013	KOL	20
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	DEL	50
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	MUM	10
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	PUN	5
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	GGN	2
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	GOA	0
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	CDG	0
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	RAJ	0
BROOKLYN LAGER	1/1/13 12:00 AM	Jan	2013	KOL	0
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	DEL	35
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	MUM	10
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	PUN	5
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	GGN	2
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	GOA	0
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	CDG	0
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	RAJ	0
BROOKLYN IPA	1/1/13 12:00 AM	Jan	2013	KOL	15
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	DEL	0
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	MUM	0
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	PUN	0
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	GGN	0
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	GOA	0
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	CDG	0
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	RAJ	0
SAISON DUPONT	1/1/13 12:00 AM	Jan	2013	KOL	0
DUVEL	2/1/13 12:00 AM	Feb	2013	DEL	50
DUVEL	2/1/13 12:00 AM	Feb	2013	MUM	15
DUVEL	2/1/13 12:00 AM	Feb	2013	PUN	10
DUVEL	2/1/13 12:00 AM	Feb	2013	GGN	2
DUVEL	2/1/13 12:00 AM	Feb	2013	GOA	10
DUVEL	2/1/13 12:00 AM	Feb	2013	CDG	0
DUVEL	2/1/13 12:00 AM	Feb	2013	RAJ	3
DUVEL	2/1/13 12:00 AM	Feb	2013	KOL	15
LIEFMANS	2/1/13 12:00 AM	Feb	2013	DEL	75
LIEFMANS	2/1/13 12:00 AM	Feb	2013	MUM	5
LIEFMANS	2/1/13 12:00 AM	Feb	2013	PUN	5
LIEFMANS	2/1/13 12:00 AM	Feb	2013	GGN	2
LIEFMANS	2/1/13 12:00 AM	Feb	2013	GOA	0
LIEFMANS	2/1/13 12:00 AM	Feb	2013	CDG	0
LIEFMANS	2/1/13 12:00 AM	Feb	2013	RAJ	3
LIEFMANS	2/1/13 12:00 AM	Feb	2013	KOL	0
CHIMAY	2/1/13 12:00 AM	Feb	2013	DEL	40
CHIMAY	2/1/13 12:00 AM	Feb	2013	MUM	10
CHIMAY	2/1/13 12:00 AM	Feb	2013	PUN	10
CHIMAY	2/1/13 12:00 AM	Feb	2013	GGN	2
CHIMAY	2/1/13 12:00 AM	Feb	2013	GOA	10
CHIMAY	2/1/13 12:00 AM	Feb	2013	CDG	0
CHIMAY	2/1/13 12:00 AM	Feb	2013	RAJ	3
CHIMAY	2/1/13 12:00 AM	Feb	2013	KOL	0
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	DEL	50
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	MUM	10
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	PUN	10
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	GGN	3
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	GOA	0
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	CDG	0
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	RAJ	3
WEIHENSTEPHANER	2/1/13 12:00 AM	Feb	2013	KOL	0
FRUEH	2/1/13 12:00 AM	Feb	2013	DEL	50
FRUEH	2/1/13 12:00 AM	Feb	2013	MUM	10
FRUEH	2/1/13 12:00 AM	Feb	2013	PUN	10
FRUEH	2/1/13 12:00 AM	Feb	2013	GGN	2
FRUEH	2/1/13 12:00 AM	Feb	2013	GOA	10
FRUEH	2/1/13 12:00 AM	Feb	2013	CDG	0
FRUEH	2/1/13 12:00 AM	Feb	2013	RAJ	3
FRUEH	2/1/13 12:00 AM	Feb	2013	KOL	0
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	DEL	75
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	MUM	30
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	PUN	25
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	GGN	10
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	GOA	20
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	CDG	0
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	RAJ	10
ESTRELLA DAMM	2/1/13 12:00 AM	Feb	2013	KOL	20
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	DEL	50
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	MUM	10
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	PUN	5
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	GGN	2
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	GOA	0
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	CDG	0
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	RAJ	2
BROOKLYN LAGER	2/1/13 12:00 AM	Feb	2013	KOL	0
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	DEL	35
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	MUM	10
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	PUN	5
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	GGN	2
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	GOA	0
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	CDG	0
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	RAJ	3
BROOKLYN IPA	2/1/13 12:00 AM	Feb	2013	KOL	15
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	DEL	0
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	MUM	0
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	PUN	0
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	GGN	0
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	GOA	0
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	CDG	0
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	RAJ	0
SAISON DUPONT	2/1/13 12:00 AM	Feb	2013	KOL	0
DUVEL	3/1/13 12:00 AM	March	2013	DEL	150
DUVEL	3/1/13 12:00 AM	March	2013	MUM	40
DUVEL	3/1/13 12:00 AM	March	2013	PUN	20
DUVEL	3/1/13 12:00 AM	March	2013	GGN	5
DUVEL	3/1/13 12:00 AM	March	2013	GOA	50
DUVEL	3/1/13 12:00 AM	March	2013	CDG	0
DUVEL	3/1/13 12:00 AM	March	2013	RAJ	0
DUVEL	3/1/13 12:00 AM	March	2013	KOL	15
